year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
2018,2019,21,"Best Actor Male","ACTOR IN A LEADING ROLE","Hrithik Roshan ‡",Kaabil,False
2018,2019,21,"Best Actor Male","ACTOR IN A LEADING ROLE","Shah Rukh Khan ‡",Raees,False
2018,2019,21,"Best Actor Male","ACTOR IN A LEADING ROLE","Varun Dhawan","Judwaa 2",False
2019,2020,22,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranveer Singh ‡",Padmaavat,False
2019,2020,22,"Best Actor Male","ACTOR IN A LEADING ROLE","Ayushmann Khurrana ‡",Andhadhun,False
2019,2020,22,"Best Actor Male","ACTOR IN A LEADING ROLE","Kartik Aaryan","Sonu Ke Titu Ki Sweety",False
2019,2020,22,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranbir Kapoor †",Sanju,False
2019,2020,22,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranveer Singh",Simmba,False
2019,2020,22,"Best Actor Male","ACTOR IN A LEADING ROLE","Varun Dhawan","Sui Dhaaga",False
2020,2021,23,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranveer Singh †","Gully Boy",False
2020,2021,23,"Best Actor Male","ACTOR IN A LEADING ROLE","Akshay Kumar","Good Newwz",False
2020,2021,23,"Best Actor Male","ACTOR IN A LEADING ROLE","Ayushmann Khurrana ‡","Dream Girl",False
2020,2021,23,"Best Actor Male","ACTOR IN A LEADING ROLE","Hrithik Roshan",War,False
2020,2021,23,"Best Actor Male","ACTOR IN A LEADING ROLE","Kartik Aaryan","Luka Chuppi",False
2020,2021,23,"Best Actor Male","ACTOR IN A LEADING ROLE","Shahid Kapoor","Kabir Singh",False
2021,2022,24,"Best Actor Male","ACTOR IN A LEADING ROLE","No award Due to COVID-19",--,False
2022,2023,25,"Best Actor Male","ACTOR IN A LEADING ROLE","No award Due to COVID-19",--,False
2023,2024,26,"Best Actor Male","ACTOR IN A LEADING ROLE","Anupam Kher †","The Kashmir Files",False
2023,2024,26,"Best Actor Male","ACTOR IN A LEADING ROLE","Ajay Devgn","Drishyam 2",False
2023,2024,26,"Best Actor Male","ACTOR IN A LEADING ROLE","Hrithik Roshan","Vikram Vedha",False
2023,2024,26,"Best Actor Male","ACTOR IN A LEADING ROLE","Kartik Aaryan","Bhool Bhulaiyaa 2",False
2023,2024,26,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranbir Kapoor","Brahmāstra: Part One – Shiva",False
2023,2024,26,"Best Actor Male","ACTOR IN A LEADING ROLE","Varun Dhawan ‡",Bhediya,False
2024,2025,27,"Best Actor Male","ACTOR IN A LEADING ROLE","Sunny Deol ‡","Gadar 2",False
2024,2025,27,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranbir Kapoor †",Animal,False
2024,2025,27,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranveer Singh ‡","Rocky Aur Rani Kii Prem Kahaani",False
2024,2025,27,"Best Actor Male","ACTOR IN A LEADING ROLE","Shah Rukh Khan ‡",Jawan,False
2024,2025,27,"Best Actor Male","ACTOR IN A LEADING ROLE","Shah Rukh Khan",Pathaan,False
2024,2025,27,"Best Actor Male","ACTOR IN A LEADING ROLE","Vikrant Massey","12th Fail",False
2025,2026,28,"Best Actor Male","ACTOR IN A LEADING ROLE","Kartik Aaryan","Bhool Bhulaiyaa 3",False
2025,2026,28,"Best Actor Male","ACTOR IN A LEADING ROLE","Hrithik Roshan",Fighter,False
2025,2026,28,"Best Actor Male","ACTOR IN A LEADING ROLE","Raj Kumar Rao","Stree 2",False
2025,2026,28,"Best Actor Male","ACTOR IN A LEADING ROLE","Ajay Devgn",Shaitaan,False
2025,2026,28,"Best Actor Male","ACTOR IN A LEADING ROLE","Vicky Kaushal","Bad Newz",False
2025,2026,28,"Best Actor Male","ACTOR IN A LEADING ROLE","Shahid Kapoor","Teri Baaton Mein Aisa Uljha Jiya",False
2026,2027,29,"Best Actor Male","ACTOR IN A LEADING ROLE","Vicky Kaushal",Chhaava,False
2026,2027,29,"Best Actor Male","ACTOR IN A LEADING ROLE","Ranveer Singh",Dhurandhar,False
2026,2027,29,"Best Actor Male","ACTOR IN A LEADING ROLE","Akshay Kumar","Kesari Chapter 2",False
2026,2027,29,"Best Actor Male","ACTOR IN A LEADING ROLE","Jolly LLB 3","Jagdishwar Mishra",False
2026,2027,29,"Best Actor Male","ACTOR IN A LEADING ROLE","Sunny Deol",Jaat,False
2026,2027,29,"Best Actor Male","ACTOR IN A LEADING ROLE",Dhanush,"Tere Ishk Mein",False
1998,1999,1,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Madhuri Dixit ‡",False
1998,1999,1,"Best Actor Female","ACTRESS IN A LEADING ROLE","Juhi Chawla","Madhu Saxena",False
1998,1999,1,"Best Actor Female","ACTRESS IN A LEADING ROLE",Kajol,"Isha Diwan",False
1998,1999,1,"Best Actor Female","ACTRESS IN A LEADING ROLE","Karisma Kapoor",Nisha,False
1998,1999,1,"Best Actor Female","ACTRESS IN A LEADING ROLE","Meena Nath Malhotra","Hero No. 1",False
1999,2000,2,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Kajol ‡",False
1999,2000,2,"Best Actor Female","ACTRESS IN A LEADING ROLE","Juhi Chawla","Sonia Kapoor",False
1999,2000,2,"Best Actor Female","ACTRESS IN A LEADING ROLE",Kajol,"Naina Sehgal & Sonia Sehgal (Twins)",False
1999,2000,2,"Best Actor Female","ACTRESS IN A LEADING ROLE","Muskaan Thakur","Pyaar Kiya To Darna Kya",False
1999,2000,2,"Best Actor Female","ACTRESS IN A LEADING ROLE","Rani Mukerji","Alisha Mafatlal",False
2000,2001,3,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Aishwarya Rai ‡",False
2000,2001,3,"Best Actor Female","ACTRESS IN A LEADING ROLE","Aishwarya Rai","Mansi Shankar",False
2000,2001,3,"Best Actor Female","ACTRESS IN A LEADING ROLE",Kajol,"Nandita Rai",False
2000,2001,3,"Best Actor Female","ACTRESS IN A LEADING ROLE",Megha,"Hum Aapke Dil Mein Rehte Hain",False
2000,2001,3,"Best Actor Female","ACTRESS IN A LEADING ROLE","Karisma Kapoor","Pooja Mehra (née Makhija)",False
2001,2002,4,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Tabu ‡",False
2001,2002,4,"Best Actor Female","ACTRESS IN A LEADING ROLE","Aishwarya Rai","Preeti Vyas",False
2001,2002,4,"Best Actor Female","ACTRESS IN A LEADING ROLE","Karisma Kapoor","Fiza Ikramullah",False
2001,2002,4,"Best Actor Female","ACTRESS IN A LEADING ROLE","Madhuri Dixit",Anjali,False
2001,2002,4,"Best Actor Female","ACTRESS IN A LEADING ROLE","Preity Zinta","Priya Bakshi",False
2002,2003,5,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Tabu ‡",False
2002,2003,5,"Best Actor Female","ACTRESS IN A LEADING ROLE","Ameesha Patel","Sakeena ""Sakku"" Tara Singh (née Ali)",False
2002,2003,5,"Best Actor Female","ACTRESS IN A LEADING ROLE",Kajol,"Anjali Sharma Raichand",False
2002,2003,5,"Best Actor Female","ACTRESS IN A LEADING ROLE","Karisma Kapoor","Zubeidaa Suleiman Seth / Zubeidaa Mehboob Alam / Rani Meenakshi Devi",False
2002,2003,5,"Best Actor Female","ACTRESS IN A LEADING ROLE","Nandita Das",Saanvri,False
2003,2004,6,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Aishwarya Rai ‡",False
2003,2004,6,"Best Actor Female","ACTRESS IN A LEADING ROLE","Karisma Kapoor",Nandini,False
2003,2004,6,"Best Actor Female","ACTRESS IN A LEADING ROLE","Madhuri Dixit",Chandramukhi,False
2003,2004,6,"Best Actor Female","ACTRESS IN A LEADING ROLE","Rani Mukerji","Dr. Suhani Sehgal (née Sharma)",False
2003,2004,6,"Best Actor Female","ACTRESS IN A LEADING ROLE",Tabu,"Rewa Singh",False
2004,2005,7,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Urmila Matondkar ‡",False
2004,2005,7,"Best Actor Female","ACTRESS IN A LEADING ROLE","Antara Mali",Chutki,False
2004,2005,7,"Best Actor Female","ACTRESS IN A LEADING ROLE","Hema Malini","Pooja Malhotra",False
2004,2005,7,"Best Actor Female","ACTRESS IN A LEADING ROLE","Preity Zinta","Naina Catherine Kapur",False
2004,2005,7,"Best Actor Female","ACTRESS IN A LEADING ROLE","Rani Mukerji","Priya Chopra Mathur",False
2005,2006,8,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Rani Mukerji ‡",False
2005,2006,8,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor",Aaliya,False
2005,2006,8,"Best Actor Female","ACTRESS IN A LEADING ROLE","Mallika Sherawat","Simran Sehgal",False
2005,2006,8,"Best Actor Female","ACTRESS IN A LEADING ROLE","Preity Zinta","Zaara Hayaat Khan",False
2005,2006,8,"Best Actor Female","ACTRESS IN A LEADING ROLE","Shilpa Shetty","Tamanna Sahni",False
2005,2006,8,"Best Actor Female","ACTRESS IN A LEADING ROLE","Urmila Matondkar","Sarika Vartak",False
2006,2007,9,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Rani Mukerji ‡",False
2006,2007,9,"Best Actor Female","ACTRESS IN A LEADING ROLE","Konkona Sen Sharma","Madhavi Sharma",False
2006,2007,9,"Best Actor Female","ACTRESS IN A LEADING ROLE","Preity Zinta","Ambar ""Amby"" Malhotra",False
2006,2007,9,"Best Actor Female","ACTRESS IN A LEADING ROLE","Rani Mukerji","Vimmi ""Babli"" Saluja",False
2006,2007,9,"Best Actor Female","ACTRESS IN A LEADING ROLE","Urmila Matondkar","Trisha Chaudhary",False
2006,2007,9,"Best Actor Female","ACTRESS IN A LEADING ROLE","Vidya Balan","Lalita Roy",False
2007,2008,10,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Kajol ‡",False
2007,2008,10,"Best Actor Female","ACTRESS IN A LEADING ROLE","Aishwarya Rai","Amiran (Umrao Jaan)",False
2007,2008,10,"Best Actor Female","ACTRESS IN A LEADING ROLE","Ayesha Takia",Meera,False
2007,2008,10,"Best Actor Female","ACTRESS IN A LEADING ROLE","Bipasha Basu","Nishigandha Dasgupta",False
2007,2008,10,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor","Dolly Mishra",False
2007,2008,10,"Best Actor Female","ACTRESS IN A LEADING ROLE","Rani Mukerji","Maya Talwar",False
2008,2009,11,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Kareena Kapoor ‡",False
2008,2009,11,"Best Actor Female","ACTRESS IN A LEADING ROLE","Aishwarya Rai","Sujata ""Suju"" Desai",False
2008,2009,11,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone","Shantipriya aka Shanti & Sandhya ""Sandy"" Bansal",False
2008,2009,11,"Best Actor Female","ACTRESS IN A LEADING ROLE","Katrina Kaif","Jasmeet ""Jazz"" Malhotra Singh",False
2008,2009,11,"Best Actor Female","ACTRESS IN A LEADING ROLE",Tabu,"Nina Verma",False
2008,2009,11,"Best Actor Female","ACTRESS IN A LEADING ROLE","Vidya Balan","Avni Chaturvedi / Manjulika",False
2009,2010,12,"Best Actor Female","ACTRESS IN A LEADING ROLE","Not held",,False
2010,2011,13,"Best Actor Female","ACTRESS IN A LEADING ROLE","Not held",,False
2011,2012,14,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Vidya Balan ‡",False
2011,2012,14,"Best Actor Female","ACTRESS IN A LEADING ROLE","Aishwarya Rai Bachchan","Sofia D'Souza",False
2011,2012,14,"Best Actor Female","ACTRESS IN A LEADING ROLE","Anushka Sharma","Shruti Kakkar",False
2011,2012,14,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone","Aaliya Khan",False
2011,2012,14,"Best Actor Female","ACTRESS IN A LEADING ROLE",Kajol,"Mandira Khan (née Rathore)",False
2011,2012,14,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor",Daboo,False
2011,2012,14,"Best Actor Female","ACTRESS IN A LEADING ROLE","Katrina Kaif","Indu Pratap (née Seksaria)",False
2012,2013,15,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Vidya Balan ‡",False
2012,2013,15,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kangana Ranaut","Tanuja Trivedi a.k.a. ""Tanu""",False
2012,2013,15,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor","Divya Rana / Chhaya",False
2012,2013,15,"Best Actor Female","ACTRESS IN A LEADING ROLE","Katrina Kaif",Laila,False
2012,2013,15,"Best Actor Female","ACTRESS IN A LEADING ROLE","Priyanka Chopra","Susanna Anna-Marie Johannes (also known as Saheb, Suzi, Sultana, Anna and Sunaina)",False
2013,2014,16,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Priyanka Chopra ‡",False
2013,2014,16,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone","Veronica Malaney",False
2013,2014,16,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor","Rosie / Simran",False
2013,2014,16,"Best Actor Female","ACTRESS IN A LEADING ROLE",Sridevi,"Shashi Godbole",False
2013,2014,16,"Best Actor Female","ACTRESS IN A LEADING ROLE","Vidya Balan","Vidya Bagchi",False
2014,2015,17,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Deepika Padukone ‡",False
2014,2015,17,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone","Leela Sanera",False
2014,2015,17,"Best Actor Female","ACTRESS IN A LEADING ROLE","Naina Talwar","Yeh Jawaani Hai Deewani",False
2014,2015,17,"Best Actor Female","ACTRESS IN A LEADING ROLE","Parineeti Chopra",Gayatri,False
2014,2015,17,"Best Actor Female","ACTRESS IN A LEADING ROLE","Shraddha Kapoor","Aarohi Shirke",False
2014,2015,17,"Best Actor Female","ACTRESS IN A LEADING ROLE","Sonam Kapoor","Zoya Haider",False
2016,2017,19,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Deepika Padukone ‡",False
2016,2017,19,"Best Actor Female","ACTRESS IN A LEADING ROLE","Anushka Sharma",Meera,False
2016,2017,19,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone","Piku Banerjee",False
2016,2017,19,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kangana Ranaut","Tanuja ""Tanu"" Sharma / Kusum ""Datto"" Sangwan",False
2016,2017,19,"Best Actor Female","ACTRESS IN A LEADING ROLE","Priyanka Chopra",Kashibai,False
2016,2017,19,"Best Actor Female","ACTRESS IN A LEADING ROLE","Ayesha Mehra","Dil Dhadakne Do",False
2017,2018,20,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Anushka Sharma ‡",False
2017,2018,20,"Best Actor Female","ACTRESS IN A LEADING ROLE","Alia Bhatt",Kaira,False
2017,2018,20,"Best Actor Female","ACTRESS IN A LEADING ROLE","Bauria a.k.a. Mary Jane","Udta Punjab",False
2017,2018,20,"Best Actor Female","ACTRESS IN A LEADING ROLE","Fatima Sana Shaikh","Geeta Phogat",False
2017,2018,20,"Best Actor Female","ACTRESS IN A LEADING ROLE","Sonam Kapoor","Neerja Bhanot",False
2017,2018,20,"Best Actor Female","ACTRESS IN A LEADING ROLE","Taapsee Pannu","Minal Arora",False
2018,2019,21,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Alia Bhatt ‡",False
2018,2019,21,"Best Actor Female","ACTRESS IN A LEADING ROLE","Bhumi Pednekar","Jaya Sharma (née Joshi)",False
2018,2019,21,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kriti Sanon","Bitti Mishra",False
2018,2019,21,"Best Actor Female","ACTRESS IN A LEADING ROLE",Sridevi,"Devki Sabarwal",False
2018,2019,21,"Best Actor Female","ACTRESS IN A LEADING ROLE","Vidya Balan","Sulochana ""Sulu"" Dubey",False
2018,2019,21,"Best Actor Female","ACTRESS IN A LEADING ROLE","Zaira Wasim","Insia Malik",False
2019,2020,22,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Alia Bhatt ‡",False
2019,2020,22,"Best Actor Female","ACTRESS IN A LEADING ROLE","Anushka Sharma","Mamta Sharma",False
2019,2020,22,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone",Padmavati,False
2019,2020,22,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor","Kalindi Puri",False
2019,2020,22,"Best Actor Female","ACTRESS IN A LEADING ROLE","Sonam Kapoor","Avni Sharma",False
2019,2020,22,"Best Actor Female","ACTRESS IN A LEADING ROLE","Taapsee Pannu","Advocate Aarti Malhotra",False
2020,2021,23,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Alia Bhatt ‡",False
2020,2021,23,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor","Deepti Batra",False
2020,2021,23,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kiara Advani","Dr. Preeti Sikka",False
2020,2021,23,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kriti Sanon","Rashmi Trivedi",False
2020,2021,23,"Best Actor Female","ACTRESS IN A LEADING ROLE","Rakul Preet Singh","Ayesha Khurana",False
2020,2021,23,"Best Actor Female","ACTRESS IN A LEADING ROLE","Shraddha Kapoor","Maya Sharma",False
2021,2022,24,"Best Actor Female","ACTRESS IN A LEADING ROLE","Not held",,False
2023,2024,26,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Alia Bhatt ‡",False
2023,2024,26,"Best Actor Female","ACTRESS IN A LEADING ROLE","Alia Bhatt","Gangubai Kathiawadi",False
2023,2024,26,"Best Actor Female","ACTRESS IN A LEADING ROLE","Bhumi Pednekar","Sumi Singh",False
2023,2024,26,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone","Alisha Khanna",False
2023,2024,26,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kiara Advani","Reet Thakur",False
2023,2024,26,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kriti Sanon","Dr. Anika",False
2024,2025,27,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Kiara Advani ‡",False
2024,2025,27,"Best Actor Female","ACTRESS IN A LEADING ROLE","Alia Bhatt","Rani Chatterjee",False
2024,2025,27,"Best Actor Female","ACTRESS IN A LEADING ROLE","Deepika Padukone","Rubina ""Rubai"" Mohsin",False
2024,2025,27,"Best Actor Female","ACTRESS IN A LEADING ROLE","Shraddha Kapoor","Nisha ""Tinni"" Malhotra",False
2024,2025,27,"Best Actor Female","ACTRESS IN A LEADING ROLE","Rani Mukerji","Debika Chatterjee",False
2024,2025,27,"Best Actor Female","ACTRESS IN A LEADING ROLE",Nayanthara,"Narmada Rai",False
2025,2026,28,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Shraddha Kapoor ‡",False
2025,2026,28,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kriti Sanon",Sifra,False
2025,2026,28,"Best Actor Female","ACTRESS IN A LEADING ROLE","Triptii Dimri","Saloni Bagga",False
2025,2026,28,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kareena Kapoor","Jasmine Kohli",False
2025,2026,28,"Best Actor Female","ACTRESS IN A LEADING ROLE","Yami Gautam","Zooni Haksar",False
2025,2026,28,"Best Actor Female","ACTRESS IN A LEADING ROLE","Katrina Kaif",Maria,False
2026,2027,29,"Best Actor Female","ACTRESS IN A LEADING ROLE",,"Aneet Padda ‡",False
2026,2027,29,"Best Actor Female","ACTRESS IN A LEADING ROLE","Yami Gautam","Shazia Bano",False
2026,2027,29,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kangana Ranaut","Indira Gandhi",False
2026,2027,29,"Best Actor Female","ACTRESS IN A LEADING ROLE","Triptii Dimri","Vidhi Bharadwaj",False
2026,2027,29,"Best Actor Female","ACTRESS IN A LEADING ROLE","Kriti Sanon","Mukti Beniwal",False
2026,2027,29,"Best Actor Female","ACTRESS IN A LEADING ROLE","Sonam Bajwa","Adaa Randhawa",False
1998,1999,1,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Akshaye Khanna",Border,False
1999,2000,2,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Manoj Bajpai",Satya,False
2000,2001,3,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Anil Kapoor",Taal,False
2001,2002,4,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Sunil Shetty",Dhadkan,False
2002,2003,5,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Saif Ali Khan","Dil Chahta Hai",False
2003,2004,6,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Vivek Oberoi",Company,False
2004,2005,7,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Saif Ali Khan","Kal Ho Naa Ho",False
2005,2006,8,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Abhishek Bachchan","Phir Milenge",False
2006,2007,9,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE",Sarkar,,False
2007,2008,10,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Kabhi Alvida Naa Kehna",,False
2008,2009,11,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE",Govinda,Partner,False
2011,2012,14,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Arjun Rampal",Raajneeti,False
2012,2013,15,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Farhan Akhtar","Zindagi Na Milegi Dobara",False
2013,2014,16,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Nawazuddin Siddiqui",Talaash,False
2014,2015,17,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Rajkummar Rao","Kai Po Che",False
2016,2017,19,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Sanjay Mishra",Masaan,False
2017,2018,20,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Rishi Kapoor","Kapoor & Sons",False
2018,2019,21,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Anil Kapoor",Mubarakan,False
2019,2020,22,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Vicky Kaushal",Sanju,False
2020,2021,23,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Soham Majumdar","Kabir Singh",False
2023,2024,26,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Anil Kapoor","Jugjugg Jeeyo",False
2024,2025,27,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Anil Kapoor",Animal,False
2025,2026,28,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Ravi Kishan","Laapataa Ladies",False
2026,2027,29,"Best Supporting Actor","ACTOR IN A SUPPORTING ROLE","Vineet Kumar Singh",Chhaava,False
1998,1999,1,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Karisma Kapoor","Dil To Pagal Hai",False
1999,2000,2,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Rani Mukerji","Kuch Kuch Hota Hai",False
2000,2001,3,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Sushmita Sen","Biwi No.1",False
2001,2002,4,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Jaya Bachchan",Fiza,False
2002,2003,5,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Madhuri Dixit",Lajja,False
2003,2004,6,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Sushmita Sen",Filhaal...,False
2004,2005,7,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Shabana Azmi",Tehzeeb,False
2005,2006,8,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Divya Dutta",Veer-Zaara,False
2006,2007,9,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Ayesha Kapur",Black,False
2007,2008,10,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Konkona Sen Sharma",Omkara,False
2008,2009,11,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Shilpa Shetty","Life in a... Metro",False
2009,2010,12,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Not held",,False
2011,2012,14,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Prachi Desai","Once Upon a Time in Mumbaai",False
2012,2013,15,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Swara Bhaskar","Tanu Weds Manu",False
2013,2014,16,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Anushka Sharma","Jab Tak Hai Jaan",False
2014,2015,17,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Divya Dutta","Bhaag Milkha Bhaag",False
2014,2015,17,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Swara Bhaskar",Raanjhanaa,False
2015,2016,18,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE",Tabu,Haider,False
2016,2017,19,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Shweta Tripathi",Masaan,False
2017,2018,20,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Shabana Azmi",Neerja,False
2018,2019,21,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Meher Vij","Secret Superstar",False
2019,2020,22,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Katrina Kaif",Zero,False
2020,2021,23,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Bhumi Pednekar",Bala,False
2021,2022,24,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Not held",,False
2023,2024,26,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Sheeba Chaddha","Doctor G",False
2024,2025,27,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Dimple Kapadia",Pathaan,False
2025,2026,28,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Madhuri Dixit","Bhool Bhulaiyaa 3",False
2026,2027,29,"Best Supporting Actress","ACTRESS IN A SUPPORTING ROLE","Ananya Panday","Kesari Chapter 2",False
