year,ceremony,category,nominee,film,country,winner,source_url
1998,BIFA 1998,Best Actor,Ray Winstone,Nil by Mouth,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1998,BIFA 1998,Best Actor,Divorcing Jack,Dan Starkey,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1998,BIFA 1998,Best Actor,Love and Death on Long Island,Giles De'Ath,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1998,BIFA 1998,Best Actor,My Name Is Joe,Joe Kavanagh,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1998,BIFA 1998,Best Actor,Regeneration,William Rivers,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1998,BIFA 1998,Best Actress,Kathy Burke,Nil by Mouth,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1998,BIFA 1998,Best Actress,My Name Is Joe,Sarah Downie,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1998,BIFA 1998,Best Actress,My Son the Fanatic,Bettina/ Sandra,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1998,BIFA 1998,Best Actress,The Winter Guest,Frances,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1998,BIFA 1998,Best Actress,Under the Skin,Iris Kelly,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1998,BIFA 1998,Best British Independent Film,,My Name Is Joe,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1998,BIFA 1998,Best British Independent Film,,Shekhar Kapur,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1998,BIFA 1998,Best British Independent Film,,Guy Ritchie,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1998,BIFA 1998,Best British Independent Film,,Gary Oldman,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1998,BIFA 1998,Best British Independent Film,,Shane Meadows,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1999,BIFA 1999,Best Actor,Ian McKellen,Gods and Monsters,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1999,BIFA 1999,Best Actor,Little Voice,Ray Say,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1999,BIFA 1999,Best Actor,The Lost Son,Xavier Lombard,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1999,BIFA 1999,Best Actor,The Trench,Sgt. Telford Winter,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1999,BIFA 1999,Best Actor,The War Zone,Dad,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
1999,BIFA 1999,Best Actress,Emily Watson,Hilary and Jackie,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1999,BIFA 1999,Best Actress,Hilary and Jackie,Hilary du Pré,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1999,BIFA 1999,Best Actress,Little Voice,LV,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1999,BIFA 1999,Best Actress,The War Zone,Jessie,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1999,BIFA 1999,Best Actress,Wonderland,Nadia,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
1999,BIFA 1999,Best British Independent Film,,Wonderland,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1999,BIFA 1999,Best British Independent Film,,Bill Condon,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1999,BIFA 1999,Best British Independent Film,,Anand Tucker,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1999,BIFA 1999,Best British Independent Film,,Shane Meadows,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
1999,BIFA 1999,Best British Independent Film,,Tim Roth,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2000,BIFA 2000,Best Actor,Daniel Craig,Some Voices,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2000,BIFA 2000,Best Actor,Gangster No. 1,Young Gangster,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2000,BIFA 2000,Best Actor,Love's Labour's Lost,Dumaine,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2000,BIFA 2000,Best Actor,Miss Julie,Jean,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2000,BIFA 2000,Best Actor,Topsy-Turvy,W. S. Gilbert,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2000,BIFA 2000,Best Actress,Gillian Anderson,The House of Mirth,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2000,BIFA 2000,Best Actress,Saving Grace,Grace Trevethyn,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2000,BIFA 2000,Best Actress,The Low Down,Ruby,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2000,BIFA 2000,Best Actress,The Luzhin Defence,Natalia Katkov,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2000,BIFA 2000,Best British Independent Film,,Billy Elliot,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2000,BIFA 2000,Best British Independent Film,,Kevin Macdonald,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2000,BIFA 2000,Best British Independent Film,,Nigel Cole,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2000,BIFA 2000,Best British Independent Film,,Terence Davies,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2000,BIFA 2000,Best British Independent Film,,Paweł Pawlikowski,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2001,BIFA 2001,Best Actor,Ben Kingsley,Sexy Beast,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2001,BIFA 2001,Best Actor,Liam,Dad,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2001,BIFA 2001,Best Actor,Lucky Break,Cliff Gumbell,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2001,BIFA 2001,Best Actor,Sexy Beast,"Gary ""Gal"" Dove",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2001,BIFA 2001,Best Actress,Kate Ashfield,Late Night Shopping,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2001,BIFA 2001,Best Actress,Beautiful Creatures,Dorothy,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2001,BIFA 2001,Best Actress,Enigma,Hester Wallace,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2001,BIFA 2001,Best Actress,Pandaemonium,Sara Coleridge,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2001,BIFA 2001,Best British Independent Film,,Sexy Beast,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2001,BIFA 2001,Best British Independent Film,,Ken Loach,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2001,BIFA 2001,Best British Independent Film,,Joel Hopkins,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2001,BIFA 2001,Best British Independent Film,,Richard Parry,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2001,BIFA 2001,Best British Independent Film,,Asif Kapadia,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2002,BIFA 2002,Best Actor,James Nesbitt,Bloody Sunday,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2002,BIFA 2002,Best Actor,All or Nothing,Phil,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2002,BIFA 2002,Best Actor,Lawless Heart,Dan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2002,BIFA 2002,Best Actor,My Kingdom,Sandeman,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2002,BIFA 2002,Best Actress,Samantha Morton,Morvern Callar,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2002,BIFA 2002,Best Actress,Disco Pigs,Rent/Sinead,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2002,BIFA 2002,Best Actress,Olive Burrell,Olive Burrell,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2002,BIFA 2002,Best Actress,Villa des Roses,Ella,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2002,BIFA 2002,Best British Independent Film,,Sweet Sixteen,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2002,BIFA 2002,Best British Independent Film,,Gurinder Chadha,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2002,BIFA 2002,Best British Independent Film,,Paul Greengrass,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2002,BIFA 2002,Best British Independent Film,,Lynne Ramsay,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2002,BIFA 2002,Best British Independent Film,,Tom Hunsinger and Neil Hunter,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2003,BIFA 2003,Best Actor,Chiwetel Ejiofor,Dirty Pretty Things,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2003,BIFA 2003,Best Actor,16 Years of Alcohol,Frankie,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2003,BIFA 2003,Best Actor,Buffalo Soldiers,Spc. Ray Elwood,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2003,BIFA 2003,Best Actor,In America,Johnny Sullivan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2003,BIFA 2003,Best Actor,Young Adam,Joe Taylor,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2003,BIFA 2003,Best Actress,Olivia Williams,The Heart of Me,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2003,BIFA 2003,Best Actress,In America,Sarah,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2003,BIFA 2003,Best Actress,The Heart of Me,Dinah,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2003,BIFA 2003,Best Actress,This Little Life,Sadie McGregor,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2003,BIFA 2003,Best Actress,Young Adam,Ella Gault,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2003,BIFA 2003,Best British Independent Film,,Dirty Pretty Things,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2003,BIFA 2003,Best British Independent Film,,Danny Boyle,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2003,BIFA 2003,Best British Independent Film,,Gregor Jordan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2003,BIFA 2003,Best British Independent Film,,Peter Mullan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2003,BIFA 2003,Best British Independent Film,,David Mackenzie,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2003,BIFA 2003,Best Supporting Actor,,16 Years of Alcohol,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2003,BIFA 2003,Best Supporting Actor,,Alice,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2003,BIFA 2003,Best Supporting Actor,,Juliette,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2003,BIFA 2003,Best Supporting Actor,,Harbour,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2003,BIFA 2003,Best Supporting Actor,,Guo Yi,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2003,BIFA 2003,Best Supporting Actress,,16 Years of Alcohol,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2003,BIFA 2003,Best Supporting Actress,,Alice,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2003,BIFA 2003,Best Supporting Actress,,Juliette,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2003,BIFA 2003,Best Supporting Actress,,Harbour,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2003,BIFA 2003,Best Supporting Actress,,Guo Yi,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2004,BIFA 2004,Best Actor,Phil Davis,Vera Drake,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2004,BIFA 2004,Best Actor,Blind Flight,Brian Keenan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2004,BIFA 2004,Best Actor,Dead Man's Shoes,Richard,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2004,BIFA 2004,Best Actor,Enduring Love,Joe Rose,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2004,BIFA 2004,Best Actor,The Life and Death of Peter Sellers,Peter Sellers,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2004,BIFA 2004,Best Actress,Imelda Staunton,Vera Drake,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2004,BIFA 2004,Best Actress,Ae Fond Kiss...,Roisin Hanlon,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2004,BIFA 2004,Best Actress,Girl with a Pearl Earring,Griet,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2004,BIFA 2004,Best Actress,My Summer of Love,Mona,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2004,BIFA 2004,Best Actress,The Mother,May,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2004,BIFA 2004,Best British Independent Film,,Vera Drake,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2004,BIFA 2004,Best British Independent Film,,Shane Meadows,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2004,BIFA 2004,Best British Independent Film,,Paweł Pawlikowski,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2004,BIFA 2004,Best British Independent Film,,Edgar Wright,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2004,BIFA 2004,Best British Independent Film,,Kevin Macdonald,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2004,BIFA 2004,Best Supporting Actor,,Vera Drake,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2004,BIFA 2004,Best Supporting Actor,,Phil,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2004,BIFA 2004,Best Supporting Actor,,Siobhán,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2004,BIFA 2004,Best Supporting Actor,,Claire,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2004,BIFA 2004,Best Supporting Actor,,Sonny,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2004,BIFA 2004,Best Supporting Actress,,Vera Drake,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2004,BIFA 2004,Best Supporting Actress,,Phil,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2004,BIFA 2004,Best Supporting Actress,,Siobhán,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2004,BIFA 2004,Best Supporting Actress,,Claire,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2004,BIFA 2004,Best Supporting Actress,,Sonny,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2005,BIFA 2005,Best Actor,Ralph Fiennes,The Constant Gardener,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2005,BIFA 2005,Best Actor,In My Father's Den,Paul Prior,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2005,BIFA 2005,Best Actor,Kinky Boots,Lola,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2005,BIFA 2005,Best Actor,Mrs Henderson Presents,Vivian Van Damm,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2005,BIFA 2005,Best Actor,The Libertine,"John Wilmot, 2nd Earl of Rochester",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2005,BIFA 2005,Best Actress,Rachel Weisz,The Constant Gardener,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2005,BIFA 2005,Best Actress,Asylum,Stella Raphael,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2005,BIFA 2005,Best Actress,Mrs Henderson Presents,Mrs. Henderson,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2005,BIFA 2005,Best Actress,Wah-Wah,Ruby Compton,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2005,BIFA 2005,Best Actress,Yes,She,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2005,BIFA 2005,Best British Independent Film,,The Constant Gardener,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2005,BIFA 2005,Best British Independent Film,,Michael Winterbottom,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2005,BIFA 2005,Best British Independent Film,,Stephen Frears,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2005,BIFA 2005,Best British Independent Film,,Neil Marshall,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2005,BIFA 2005,Best British Independent Film,,Laurence Dunmore,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2005,BIFA 2005,Best Supporting Actor,,The Libertine,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2005,BIFA 2005,Best Supporting Actor,,Captain Toby Shandy / Rob Brydon,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2005,BIFA 2005,Best Supporting Actor,,George Etherege,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2005,BIFA 2005,Best Supporting Actor,,Sir Bernard Pellegrin,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2005,BIFA 2005,Best Supporting Actor,,Maureen Ashford,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2005,BIFA 2005,Best Supporting Actress,,The Libertine,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
