year,ceremony,category,nominee,film,won
2019,Crystal Simorgh Awards,Best Actor,Hootan Shakiba,When the Moon Was Full,1
2019,Crystal Simorgh Awards,Best Actor,Navid Mohammadzadeh,The Warden,0
2019,Crystal Simorgh Awards,Best Actor,Payman Maadi,Just 6.5,0
2019,Crystal Simorgh Awards,Best Actor,Hamed Behdad,Castle of Dreams,0
2019,Crystal Simorgh Awards,Best Actor,Amin Hayai,Darkhoongah,0
2020,Crystal Simorgh Awards,Best Actor,Payman Maadi,Walnut Tree,1
2020,Crystal Simorgh Awards,Best Actor,Mirsaeed Molavian,Tooman,0
2020,Crystal Simorgh Awards,Best Actor,Faramarz Gharibian,Exodus,0
2020,Crystal Simorgh Awards,Best Actor,Amir Jadidi,Day Zero,0
2020,Crystal Simorgh Awards,Best Actor,Ali Shadman,Drowning in Holy Water,0
2021,Crystal Simorgh Awards,Best Actor,Raza Attaran,Bright House,1
2021,Crystal Simorgh Awards,Best Actor,Parviz Parastui,Majority,0
2021,Crystal Simorgh Awards,Best Actor,Navid Pourfaraj,Zalava,0
2021,Crystal Simorgh Awards,Best Actor,Mohsen Tanabandeh,"Once Upon a Time, Abadan",0
2021,Crystal Simorgh Awards,Best Actor,Amir Norouzi,Mom,0
2021,Crystal Simorgh Awards,Best Actor,Milad Soveylavi,Yadoo,0
2022,Crystal Simorgh Awards,Best Actor,Amin Hayai,The Last Snow,1
2022,Crystal Simorgh Awards,Best Actor,Pejman Jamshidi,Grassland,0
2022,Crystal Simorgh Awards,Best Actor,Touraj Alvand,The Night Guardian,0
2022,Crystal Simorgh Awards,Best Actor,Mehdi Nosrati,Anti,0
2023,Crystal Simorgh Awards,Best Actor,Ali Nassirian,Seven Orange Blossoms,1
2023,Crystal Simorgh Awards,Best Actor,Majid Salehi,Number 10,1
2023,Crystal Simorgh Awards,Best Actor,Mirsaeed Molavian,The Orange Forest,0
2023,Crystal Simorgh Awards,Best Actor,Javad Ezzati,Leather Jacket Man,0
2023,Crystal Simorgh Awards,Best Actor,Vahid Rahbani,My Name Is Love,0
2023,Crystal Simorgh Awards,Best Actor,Mostafa Zamani,Fragrant,0
2023,Crystal Simorgh Awards,Best Actor,Touraj Alvand,Mud Room,0
2024,Crystal Simorgh Awards,Best Actor,Arastou Khoshrazm,The Morning of The Execution,1
2024,Crystal Simorgh Awards,Best Actor,Sajjad Babaee,Majnoon,0
2024,Crystal Simorgh Awards,Best Actor,Saeed Poursamimi,Parviz Khan,0
2024,Crystal Simorgh Awards,Best Actor,Shahram Haghighat Doost,The Heart of Raqqa,0
2024,Crystal Simorgh Awards,Best Actor,Ali Shadman,Summer Time,0
2024,Crystal Simorgh Awards,Best Actor,Javad Ezzati,Alligator Blood,0
1984,Crystal Simorgh Awards,Best Screenplay,Alireza Davoodnejad and Ebrahim Makki,Award,1
1986,Crystal Simorgh Awards,Best Screenplay,Majid Gharizadeh,The Grandfather,1
1987,Crystal Simorgh Awards,Best Screenplay,Masoud Jafari Jozani,The Stony Lion,1
1987,Crystal Simorgh Awards,Best Screenplay,Dariush Mehrjui,The Lodgers,0
1987,Crystal Simorgh Awards,Best Screenplay,Rasoul Mollagholipour,The Flight in the Night,0
1987,Crystal Simorgh Awards,Best Screenplay,Abbas Kiarostami,Where Is the Friend's Home?,0
1987,Crystal Simorgh Awards,Best Screenplay,Behrouz Afkhami,Manuscripts,0
1989,Crystal Simorgh Awards,Best Screenplay,Mohsen Makhmalbaf,The Cyclist,1
1989,Crystal Simorgh Awards,Best Screenplay,Amrollah Ahmadjoo,The Willow Branches,0
1989,Crystal Simorgh Awards,Best Screenplay,Masoud Jafari Jozani,Eye of the Hurricane,0
1989,Crystal Simorgh Awards,Best Screenplay,Ebrahim Hatamikia,The Scout,0
1989,Crystal Simorgh Awards,Best Screenplay,Hassan Hedayat,Grand Cinema,0
1989,Crystal Simorgh Awards,Best Screenplay,"Saeed Ebrahimifar  , Hossein Irie  and Aziz Tarseh",Pomegranate and Cane,0
1990,Crystal Simorgh Awards,Best Screenplay,Dariush Mehrjui,Hamoun,1
1990,Crystal Simorgh Awards,Best Screenplay,Ebrahim Hatamikia,The Immigrant,0
1990,Crystal Simorgh Awards,Best Screenplay,"Esmaeel Khalaj , Mihan Bahrami  and Mohammad Motevaselani",The Seeker,0
1990,Crystal Simorgh Awards,Best Screenplay,Abbas Kiarostami,Close-Up,0
1990,Crystal Simorgh Awards,Best Screenplay,Yadollah Samadi,Savalan,0
1991,Crystal Simorgh Awards,Best Screenplay,Yadollah Samadi,Apartment No.13,1
1991,Crystal Simorgh Awards,Best Screenplay,Varuzh Karim-Masihi,The Last Act,0
1991,Crystal Simorgh Awards,Best Screenplay,Mohsen Makhmalbaf,The Nights of Zayandeh-Rood,0
1991,Crystal Simorgh Awards,Best Screenplay,Behrouz Afkhami and Alireza Davoodnejad,The Bride,0
1991,Crystal Simorgh Awards,Best Screenplay,Shahriar Parsipour  and Hadi Seif,Portrait of Love,0
1992,Crystal Simorgh Awards,Best Screenplay,Asghar Abdollahi  and Hassan Gholizadeh,The Quiet Home,1
1992,Crystal Simorgh Awards,Best Screenplay,Majid Majidi and Seyyed Mahdi Shojaee,Baduk,0
1992,Crystal Simorgh Awards,Best Screenplay,Mehdi Fakhimzadeh,The Hustler,0
1992,Crystal Simorgh Awards,Best Screenplay,Rakhshan Bani-Etemad,Nargess,0
1992,Crystal Simorgh Awards,Best Screenplay,Aliakbar Ghazinezam,The Need,0
1993,Crystal Simorgh Awards,Best Screenplay,Dariush Mehrjui,Sara,1
1993,Crystal Simorgh Awards,Best Screenplay,Ebrahim Hatamikia,From Karkheh to Rhein,0
1993,Crystal Simorgh Awards,Best Screenplay,Nasser Tahmasb,Remember the Flight,0
1993,Crystal Simorgh Awards,Best Screenplay,Ahmad Amini,Shadows of Assault,0
1993,Crystal Simorgh Awards,Best Screenplay,Sirus Alvand,Once for Ever,0
1994,Crystal Simorgh Awards,Best Screenplay,Mohammad-Ali Talebi  and Houshang Moradi Kermani,Tic Tac,1
1994,Crystal Simorgh Awards,Best Screenplay,Behzad Behzadpour,The Last Reconnaissance,0
1994,Crystal Simorgh Awards,Best Screenplay,Aliakbar Ghazinezam,The Child Hero,0
1994,Crystal Simorgh Awards,Best Screenplay,Mohammad Bozorgnia,Tanker War,0
1994,Crystal Simorgh Awards,Best Screenplay,Mehdi Fakhimzadeh,The Spouse,0
1995,Crystal Simorgh Awards,Best Screenplay,Rakhshan Bani-Etemad,The Blue-Veiled,1
1995,Crystal Simorgh Awards,Best Screenplay,Ahmad-Reza Darvish,Kimia,0
1995,Crystal Simorgh Awards,Best Screenplay,Abbas Kiarostami,The White Balloon,0
1995,Crystal Simorgh Awards,Best Screenplay,Dariush Mehrjui,Pari,0
1995,Crystal Simorgh Awards,Best Screenplay,Mahmoud Dehghan and Reza Ghahremani,Path of Glory,0
1995,Crystal Simorgh Awards,Best Screenplay,Bahram Beyzai,The Fateful Day,0
1996,Crystal Simorgh Awards,Best Screenplay,Kamal Tabrizi and Reza Maghsoudi,Leily Is with Me,1
1996,Crystal Simorgh Awards,Best Screenplay,Majid Majidi and Seyyed Mahdi Shojaee,The Father,0
1996,Crystal Simorgh Awards,Best Screenplay,Abdolhassan Barzideh,The Derrick,0
1996,Crystal Simorgh Awards,Best Screenplay,Seifollah Dad,The Survivor,0
1997,Crystal Simorgh Awards,Best Screenplay,Majid Majidi,Children of Heaven,1
1997,Crystal Simorgh Awards,Best Screenplay,Dariush Mehrjui,Leila,0
1997,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,The Traveller from the South,0
1997,Crystal Simorgh Awards,Best Screenplay,Ali Zhekan,Shadow to Shadow,0
1998,Crystal Simorgh Awards,Best Screenplay,Ebrahim Hatamikia,The Glass Agency,1
1998,Crystal Simorgh Awards,Best Screenplay,Behrouz Afkhami,Takhti: The World Champion,0
1998,Crystal Simorgh Awards,Best Screenplay,Saeid Shapouri,Birth of A Butterfly,0
1998,Crystal Simorgh Awards,Best Screenplay,Farhad Mehranfar,The Tree of Life,0
1999,Crystal Simorgh Awards,Best Screenplay,Tahmineh Milani,Two Women,1
1999,Crystal Simorgh Awards,Best Screenplay,Hamid Jebeli,Son of Maryam,0
1999,Crystal Simorgh Awards,Best Screenplay,Alireza Davoodnejad,Sweet Agony,0
1999,Crystal Simorgh Awards,Best Screenplay,Rasoul Mollagholipour,Heeva,0
1999,Crystal Simorgh Awards,Best Screenplay,Ahmad-Reza Mo'tamedi,The Fair & the Ugly,0
2000,Crystal Simorgh Awards,Best Screenplay,Khosrow Sinai and Hamid Farrokhnezhad,The Bride of Fire,1
2000,Crystal Simorgh Awards,Best Screenplay,Bahman Farmanara,"Smell of Camphor, Scent of Jasmine",0
2000,Crystal Simorgh Awards,Best Screenplay,Masoud Jafari Jozani,Maturity,0
2000,Crystal Simorgh Awards,Best Screenplay,Mohammad Rezaei-Rad,The Child and the Soldier,0
2000,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Whisper,0
2001,Crystal Simorgh Awards,Best Screenplay,Bahram Beyzai,Killing Mad Dogs,1
2001,Crystal Simorgh Awards,Best Screenplay,Majid Majidi,Baran,0
2002,Crystal Simorgh Awards,Best Screenplay,Kambuzia Partovi and Rasul Sadr-Ameli,"I'm Taraneh, 15",1
2002,Crystal Simorgh Awards,Best Screenplay,Dariush Mehrjui and Vahideh Mohammadifar,To Stay Alive,0
2002,Crystal Simorgh Awards,Best Screenplay,Hamid Jebeli,The White Dream,0
2002,Crystal Simorgh Awards,Best Screenplay,Bahman Farmanara,A House Built on Water,0
2002,Crystal Simorgh Awards,Best Screenplay,Nasser Taghvai and Minoo Farshchi,Unruled Paper,0
2002,Crystal Simorgh Awards,Best Screenplay,Rasoul Mollagholipour,The Poisonous Mushroom,0
2003,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Deep Breath,1
2003,Crystal Simorgh Awards,Best Screenplay,Farhad Tohidi,Look at the Sky Sometimes,0
2003,Crystal Simorgh Awards,Best Screenplay,Fereydoun Jeyrani,Pink,0
2003,Crystal Simorgh Awards,Best Screenplay,Mojtaba Ra'i,Hard Times in Khomein,0
2003,Crystal Simorgh Awards,Best Screenplay,Reza Mirkarimi,"Here, A Shining Light",0
2004,Crystal Simorgh Awards,Best Screenplay,Peyman GhasemKhani,The Lizard,1
2004,Crystal Simorgh Awards,Best Screenplay,Mohammad Rezaei-Rad,Ghadamgah,0
2004,Crystal Simorgh Awards,Best Screenplay,Asghar Farhadi,The Beautiful City,0
2004,Crystal Simorgh Awards,Best Screenplay,Rahbar Ghanbari,Him,0
2004,Crystal Simorgh Awards,Best Screenplay,Khosrow Ma'sumi,Tradition of Lover Killing,0
2004,Crystal Simorgh Awards,Best Screenplay,"Dariush Mehrjui , Houshang Moradi Kermani and Vahideh Mohammadifar",Mum's Guest,0
2005,Crystal Simorgh Awards,Best Screenplay,Kambuzia Partovi,Café Transit,1
2005,Crystal Simorgh Awards,Best Screenplay,Mohammad Bozorgnia,A Place to Live,0
2005,Crystal Simorgh Awards,Best Screenplay,Parviz Sheikhtadi  and Hossein Yadegari,Behind the Curtain of Fog,0
2005,Crystal Simorgh Awards,Best Screenplay,Mozhgan Farah Avar Moghaddam,We Are All Fine,0
2005,Crystal Simorgh Awards,Best Screenplay,"Majid Majidi , Fouad Nahas and Nasser Hashemzadeh",The Willow Tree,0
2005,Crystal Simorgh Awards,Best Screenplay,Reza Mirkarimi and Mohammad-Reza Gohari,"So Close, So Far",0
2006,Crystal Simorgh Awards,Best Screenplay,Ebrahim Hatamikia,In the Name of the Father,0
2006,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Gradually…,0
2006,Crystal Simorgh Awards,Best Screenplay,Asghar Farhadi and Mani Haghighi,Fireworks Wednesday,0
2006,Crystal Simorgh Awards,Best Screenplay,Fereidoun Hassanpour,When All Were Asleep,0
2006,Crystal Simorgh Awards,Best Screenplay,Farid Mostafavi,Friday Evening,0
2007,Crystal Simorgh Awards,Best Screenplay,"Rakhshan Bani-Etemad , Farid Mostafavi , Mohsen Abdolvahab  and Naghmeh Samini",Mainline,1
2007,Crystal Simorgh Awards,Best Screenplay,Mehdi Sajjadehchi,The Third Day,0
2008,Crystal Simorgh Awards,Best Screenplay,Shadmehr Rastin  and Reza Mirkarimi,As Simple as That,1
2008,Crystal Simorgh Awards,Best Screenplay,Alireza Amini  and Mohsen Tanabandeh,A Petition for Allah,0
2008,Crystal Simorgh Awards,Best Screenplay,Gholamreza Ramezani,Standing Alone,0
2008,Crystal Simorgh Awards,Best Screenplay,Majid Majidi and Mehran Kashani,The Song of Sparrows,0
2008,Crystal Simorgh Awards,Best Screenplay,Khosrow Ma'sumi,Wind Blows in the Meadow,0
2009,Crystal Simorgh Awards,Best Screenplay,Abolhassan Davoudi  and Farid Mostafavi,Motherland,1
2009,Crystal Simorgh Awards,Best Screenplay,Asghar Farhadi,About Elly,0
2009,Crystal Simorgh Awards,Best Screenplay,Varuzh Karim-Masihi,Doubt,0
2009,Crystal Simorgh Awards,Best Screenplay,Tahmineh Milani,Superstar,0
2009,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Karat 14,0
2010,Crystal Simorgh Awards,Best Screenplay,Homayoun Shahnavaz  and Shahram Assadi,The Fateful Night,1
2010,Crystal Simorgh Awards,Best Screenplay,Ebrahim Hatamikia,In Amethyst Color,0
2010,Crystal Simorgh Awards,Best Screenplay,Mostafa Rastegari,Forty Years Old,0
2010,Crystal Simorgh Awards,Best Screenplay,Hamed Mohammadi,Gold and Copper,0
2010,Crystal Simorgh Awards,Best Screenplay,Ahmad Kaveri,The Insider,0
2011,Crystal Simorgh Awards,Best Screenplay,Asghar Farhadi,A Separation,1
2011,Crystal Simorgh Awards,Best Screenplay,Dariush Mehrjui and Vahideh Mohammadifar,Beloved Sky,0
2011,Crystal Simorgh Awards,Best Screenplay,Ahmad-Reza Mo'tamedi,Alzheimer,0
2011,Crystal Simorgh Awards,Best Screenplay,Masoud Kimiai,Crime,0
2011,Crystal Simorgh Awards,Best Screenplay,Negar Azarbaijani  and Fereshteh Taerpour,Facing Mirrors,0
2011,Crystal Simorgh Awards,Best Screenplay,Ali Rafi'i,Mr. Yousef,0
2011,Crystal Simorgh Awards,Best Screenplay,Alireza Talebzadeh,Dragonfly's Pond,0
2012,Crystal Simorgh Awards,Best Screenplay,Mostafa Kiayee,Bulletproof,1
2012,Crystal Simorgh Awards,Best Screenplay,Homayoun Ass'adian,Kissing the Moon-Like Face,0
2012,Crystal Simorgh Awards,Best Screenplay,Parviz Sheikhtadi,Days of Life,0
2012,Crystal Simorgh Awards,Best Screenplay,Mohammad-Reza Gohari  and Mohammad-Ali Bashe-Ahangar,The Queen,0
2012,Crystal Simorgh Awards,Best Screenplay,Vahideh Mohammadifar and Dariush Mehrjui,Orange Suit,0
2013,Crystal Simorgh Awards,Best Screenplay,Behnam Behzadi,Bending the Rules,1
2013,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Trapped,0
2013,Crystal Simorgh Awards,Best Screenplay,Ali Asghari,The Corridor,0
2013,Crystal Simorgh Awards,Best Screenplay,Sam Gharibian,Sinners,0
2013,Crystal Simorgh Awards,Best Screenplay,Alireza Talebzadeh,Give Back,0
2014,Crystal Simorgh Awards,Best Screenplay,Behrouz Afkhami,"Azar, Shahdokht, Parviz and Others",1
2014,Crystal Simorgh Awards,Best Screenplay,Saman Salur,Raspberry,0
2014,Crystal Simorgh Awards,Best Screenplay,Peyman GhasemKhani,Sensitive Floor,0
2014,Crystal Simorgh Awards,Best Screenplay,Mostafa Kiayee,Special Line,0
2014,Crystal Simorgh Awards,Best Screenplay,Hossein Mahkam,Snow,0
2015,Crystal Simorgh Awards,Best Screenplay,Roya Mohaghegh,Time to Love,1
2015,Crystal Simorgh Awards,Best Screenplay,Asghar Abdollahi,The Long Farewell,0
2015,Crystal Simorgh Awards,Best Screenplay,Mohammad-Reza Gohari,Crazy Rook,0
2015,Crystal Simorgh Awards,Best Screenplay,Bahram Tavakoli,I Am Diego Maradona,0
2016,Crystal Simorgh Awards,Best Screenplay,Saeed Roustayi,Life and A Day,1
2016,Crystal Simorgh Awards,Best Screenplay,Farhad Tohidi  and Morteza Esfahani,Mina's Choice,0
2016,Crystal Simorgh Awards,Best Screenplay,Amir Arabi,When Did You See Sahar Last Time?,0
2016,Crystal Simorgh Awards,Best Screenplay,Mehran Kashani,Daughter,0
2016,Crystal Simorgh Awards,Best Screenplay,Mohammad-Hossein Mahdavian,Standing in the Dust,0
2017,Crystal Simorgh Awards,Best Screenplay,Kambuzia Partovi,Ferrari,1
2017,Crystal Simorgh Awards,Best Screenplay,Arsalan Amiri  and Monir Gheydi,Villa Dwellers,0
2017,Crystal Simorgh Awards,Best Screenplay,Saeed Roustayi,Blockage,0
2017,Crystal Simorgh Awards,Best Screenplay,Vahid Jalilvand and Ali Zarnegar,"No Date, No Signature",0
2017,Crystal Simorgh Awards,Best Screenplay,Payam Karami,Searing Summer,0
2018,Crystal Simorgh Awards,Best Screenplay,Kambuzia Partovi,Truck,1
2018,Crystal Simorgh Awards,Best Screenplay,Houman Seyyedi,Sheeple,1
2018,Crystal Simorgh Awards,Best Screenplay,Payman Maadi,Bomb: A Love Story,0
2018,Crystal Simorgh Awards,Best Screenplay,Mohammad-Ali Bashe-Ahangar and Hamed Bashe-Ahangar,Under Water Cypress,0
2018,Crystal Simorgh Awards,Best Screenplay,Hadi Moghadamdoost and Hamid Nematollah,Flaming,0
2019,Crystal Simorgh Awards,Best Screenplay,Mohsen Gharaie  and Mohammad Davoudi,Castle of Dreams,1
2019,Crystal Simorgh Awards,Best Screenplay,Mohsen Tanabandeh,Swear,0
2019,Crystal Simorgh Awards,Best Screenplay,Nima Javidi,The Warden,0
2019,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Talla,0
2019,Crystal Simorgh Awards,Best Screenplay,Narges Abyar and Morteza Esfahani,When the Moon Was Full,0
2020,Crystal Simorgh Awards,Best Screenplay,Majid Majidi and Nima Javidi,The Sun,1
2020,Crystal Simorgh Awards,Best Screenplay,Saeid Malekan and Bahram Tavakoli,Day Zero,0
2020,Crystal Simorgh Awards,Best Screenplay,"Mohammad Kart , Hossein Doumari and Pedram Pour-Amiri",Butterfly Stroke,0
2020,Crystal Simorgh Awards,Best Screenplay,"Behtash Sanaeeha , Maryam Moqadam and Mehrdad Kouroshnia",The Ballad of A White Cow,0
2020,Crystal Simorgh Awards,Best Screenplay,Ali Zarnegar,Bone Marrow,0
2020,Crystal Simorgh Awards,Best Screenplay,Behnam Behzadi and Sahar Sakhaei,I'm Scared,0
2021,Crystal Simorgh Awards,Best Screenplay,"Arsalan Amiri, Ida Panahandeh, Tahmineh Bahram",Zalava,1
2021,Crystal Simorgh Awards,Best Screenplay,"Arsalan Amiri, Ida Panahandeh",TiTi,0
2021,Crystal Simorgh Awards,Best Screenplay,Arash Anisi,Mom,0
2022,Crystal Simorgh Awards,Best Screenplay,Kazem Daneshi,Grassland,1
2022,Crystal Simorgh Awards,Best Screenplay,"Ebrahim Amini, Hadi Hejazifar",The Situation of Mehdi,0
2022,Crystal Simorgh Awards,Best Screenplay,"Amir Hossein Asgari, Amir Mohammad Abdi, Seyyed Hassan Hosseini",The Last Snow,0
2022,Crystal Simorgh Awards,Best Screenplay,"Reza Mirkarimi , Mohammad Davoudi – The Night Guardian",The Night Guardian,0
2022,Crystal Simorgh Awards,Best Screenplay,"Farhad Tohidi, Mehdi Torab Beigi",No Prior Appointment,0
2023,Crystal Simorgh Awards,Best Screenplay,Babak Khajeh Pasha,In the Arms of the Tree,1
2023,Crystal Simorgh Awards,Best Screenplay,Ali Ramezan,Smart Kid,0
2023,Crystal Simorgh Awards,Best Screenplay,Hamid Zargarnejad,Number Ten,0
2023,Crystal Simorgh Awards,Best Screenplay,Masoud Hasheminejad,The Leather Jacket Man,0
2023,Crystal Simorgh Awards,Best Screenplay,"Mohammad Ali Bashe Ahangar , Hamed Bashe Ahangar",Metropol Cinema,0
2023,Crystal Simorgh Awards,Best Screenplay,"Pedram Pour-Amiri , Hossein Doumari",My Name is Love,0
2024,Crystal Simorgh Awards,Best Screenplay,Ali Saghafi,Parviz Khan,0
2024,Crystal Simorgh Awards,Best Screenplay,Behrouz Afkhami,The Morning of The Execution,0
2024,Crystal Simorgh Awards,Best Screenplay,Mahmoud Kalari,Summer Time,0
